filename,width,height,class,xmin,ymin,xmax,ymax
85970_img6_jpg.rf.3e01b067af4528bb8fe1cbd283eda096.jpg,640,640,mould,0,283,635,375
85970_img6_jpg.rf.3e01b067af4528bb8fe1cbd283eda096.jpg,640,640,mould,383,219,639,248
98166_img3_jpeg.rf.3d7d9518a767d8fe555ca601ec39c1ec.jpg,640,640,mould,253,240,444,327
103199_img4_jpg.rf.3d82265289eeff9554b5f6fcf28c3435.jpg,640,640,mould,250,4,354,640
91637_img2_jpg.rf.3dde068fe2d17f8fd58c0781fccaef62.jpg,640,640,mould,0,37,640,590
48392_img3_jpeg.rf.3d8ad39b1ad9f8f38530845857f2e71e.jpg,640,640,mould,81,321,640,487
48392_img3_jpeg.rf.3d8ad39b1ad9f8f38530845857f2e71e.jpg,640,640,mould,380,249,426,306
48392_img3_jpeg.rf.3d8ad39b1ad9f8f38530845857f2e71e.jpg,640,640,mould,123,157,189,260
102132_img20_jpg.rf.3cff4cd97be06e34b21f975ad07179da.jpg,640,640,mould,0,27,574,330
102132_img20_jpg.rf.3cff4cd97be06e34b21f975ad07179da.jpg,640,640,mould,321,0,367,28
102132_img20_jpg.rf.3cff4cd97be06e34b21f975ad07179da.jpg,640,640,mould,190,2,224,35
102132_img20_jpg.rf.3cff4cd97be06e34b21f975ad07179da.jpg,640,640,mould,162,63,358,135
102132_img20_jpg.rf.3cff4cd97be06e34b21f975ad07179da.jpg,640,640,mould,402,10,457,68
102132_img20_jpg.rf.3cff4cd97be06e34b21f975ad07179da.jpg,640,640,mould,505,2,533,32
102132_img20_jpg.rf.3cff4cd97be06e34b21f975ad07179da.jpg,640,640,mould,420,107,546,133
102132_img20_jpg.rf.3cff4cd97be06e34b21f975ad07179da.jpg,640,640,mould,510,138,558,164
102132_img20_jpg.rf.3cff4cd97be06e34b21f975ad07179da.jpg,640,640,mould,525,167,561,193
102132_img20_jpg.rf.3cff4cd97be06e34b21f975ad07179da.jpg,640,640,mould,134,8,184,62
102132_img20_jpg.rf.3cff4cd97be06e34b21f975ad07179da.jpg,640,640,mould,207,141,224,150
30437_img1_jpg.rf.3e9c8b9faa06e6e14b799ea39c9a2eff.jpg,640,640,mould,176,267,273,439
30437_img1_jpg.rf.3e9c8b9faa06e6e14b799ea39c9a2eff.jpg,640,640,mould,447,279,523,335
38627_img28_jpeg.rf.3d2bcc5e15e04f84e3da5bf4121d8e20.jpg,640,640,mould,306,32,432,378
96961_img10_jpg.rf.3d6c0db9197367399aaaa9cc36c30f4f.jpg,640,640,mould,0,152,640,639
96961_img10_jpg.rf.3d6c0db9197367399aaaa9cc36c30f4f.jpg,640,640,mould,259,232,326,266
96961_img10_jpg.rf.3d6c0db9197367399aaaa9cc36c30f4f.jpg,640,640,mould,4,291,94,353
105355_img1_jpeg.rf.3e97962ecdf10eec1e630fb04d4f5896.jpg,640,640,mould,0,0,378,633
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,30,437,256,511
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,262,252,580,461
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,501,149,637,269
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,517,178,555,212
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,542,111,578,172
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,157,335,216,367
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,179,393,234,432
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,240,370,270,407
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,66,265,122,340
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,49,400,57,415
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,99,387,153,451
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,135,285,164,306
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,185,251,217,284
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,248,15,364,150
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,389,97,399,106
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,409,30,536,158
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,502,162,528,183
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,460,200,486,226
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,348,156,419,204
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,369,118,393,149
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,372,62,394,84
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,146,218,156,225
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,177,199,209,209
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,249,208,260,224
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,263,226,298,306
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,282,200,316,214
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,318,205,360,231
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,223,148,346,204
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,225,113,255,154
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,4,283,60,392
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,64,368,84,384
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,21,457,51,499
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,188,13,222,64
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,211,302,219,314
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,231,240,235,249
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,226,316,279,362
29136_img4_jpg.rf.3ccf91fbf3444cfe494bf024bb33ec05.jpg,640,640,mould,300,328,326,349
94948_img5_jpeg.rf.3df09d882f25cadcfbe206ba6b56f2b5.jpg,640,640,mould,79,0,639,640
94948_img5_jpeg.rf.3df09d882f25cadcfbe206ba6b56f2b5.jpg,640,640,mould,44,0,450,260
105398_img2_jpeg.rf.3f11a64c7a268e1417b296e816b4f62c.jpg,640,640,mould,0,0,219,162
105398_img2_jpeg.rf.3f11a64c7a268e1417b296e816b4f62c.jpg,640,640,mould,146,2,613,398
105398_img2_jpeg.rf.3f11a64c7a268e1417b296e816b4f62c.jpg,640,640,mould,455,314,609,406
105398_img2_jpeg.rf.3f11a64c7a268e1417b296e816b4f62c.jpg,640,640,mould,353,390,462,524
105398_img2_jpeg.rf.3f11a64c7a268e1417b296e816b4f62c.jpg,640,640,mould,350,518,505,640
29135_img2_jpeg.rf.3ef87a3ca13f8a75cbc24cbd1f568cb1.jpg,640,640,mould,0,0,640,640
30690_img2_jpeg.rf.3f1e78dc14385d03e4088dbca04204f9.jpg,640,640,mould,0,0,640,422
29797_img2_jpeg.rf.3e6dbb2a32ae7bfe1db1b34609dee6c4.jpg,640,640,mould,131,183,566,337
29797_img2_jpeg.rf.3e6dbb2a32ae7bfe1db1b34609dee6c4.jpg,640,640,mould,484,181,497,191
29797_img2_jpeg.rf.3e6dbb2a32ae7bfe1db1b34609dee6c4.jpg,640,640,mould,508,189,524,201
29797_img2_jpeg.rf.3e6dbb2a32ae7bfe1db1b34609dee6c4.jpg,640,640,mould,538,200,569,227
29797_img2_jpeg.rf.3e6dbb2a32ae7bfe1db1b34609dee6c4.jpg,640,640,mould,532,167,572,195
29797_img2_jpeg.rf.3e6dbb2a32ae7bfe1db1b34609dee6c4.jpg,640,640,mould,527,260,617,294
39141_img14_jpeg.rf.3f9eed039a26f74139184ca2141c63f3.jpg,640,640,mould,23,341,73,532
39141_img14_jpeg.rf.3f9eed039a26f74139184ca2141c63f3.jpg,640,640,mould,86,481,190,588
39141_img14_jpeg.rf.3f9eed039a26f74139184ca2141c63f3.jpg,640,640,mould,217,427,427,611
39141_img14_jpeg.rf.3f9eed039a26f74139184ca2141c63f3.jpg,640,640,mould,429,484,640,626
90456_img9_jpeg.rf.3f4e52429c63f95c8aaa090ea79eb722.jpg,640,640,mould,195,75,519,614
43693_img11_jpg.rf.3f3d61972358758ce2bbb5ecb919fc30.jpg,640,640,mould,0,0,640,501
89714_img5_jpeg.rf.3f5565b5f0e8e7f6e46d0768068afc97.jpg,640,640,mould,0,196,640,411
98485_img2_jpg.rf.3f9faa0b244a1ee8097dd0a864444476.jpg,640,640,mould,0,136,640,482
89908_img4_jpeg.rf.3faa3f175befaabd88a9451271ac4fa1.jpg,640,640,mould,141,0,443,640
89908_img4_jpeg.rf.3faa3f175befaabd88a9451271ac4fa1.jpg,640,640,mould,163,14,203,58
35955_img2_jpeg.rf.3fd50e15ed104384d04d8aa78faceb7c.jpg,640,640,mould,0,76,640,407
30690_img4_jpg.rf.400236016ed199f5f433de9bed16ad3d.jpg,640,640,mould,1,0,586,260
30690_img4_jpg.rf.400236016ed199f5f433de9bed16ad3d.jpg,640,640,mould,433,0,639,143
37230_img8_jpg.rf.40280697518d3ae3812d23a7df45d08f.jpg,640,640,mould,0,228,640,322
94144_img10_jpg.rf.4029a23466a90443872eeb118df0e9fc.jpg,640,640,mould,109,91,639,495
94144_img10_jpg.rf.4029a23466a90443872eeb118df0e9fc.jpg,640,640,mould,1,302,31,320
94144_img10_jpg.rf.4029a23466a90443872eeb118df0e9fc.jpg,640,640,mould,64,433,98,459
98473_img2_jpg.rf.4042fcbea0e8db67e3d2e431a8ea21fa.jpg,640,640,mould,227,93,344,565
98473_img2_jpg.rf.4042fcbea0e8db67e3d2e431a8ea21fa.jpg,640,640,mould,281,0,324,101
79858_img4_jpeg.rf.403016a68fa23c29caa4c97629f064f0.jpg,640,640,mould,99,198,201,475
79858_img4_jpeg.rf.403016a68fa23c29caa4c97629f064f0.jpg,640,640,mould,408,255,465,409
79858_img4_jpeg.rf.403016a68fa23c29caa4c97629f064f0.jpg,640,640,mould,198,336,388,462
79858_img4_jpeg.rf.403016a68fa23c29caa4c97629f064f0.jpg,640,640,mould,326,213,406,342
102998_img3_jpeg.rf.406ee74f66707447723d8bc14c42f959.jpg,640,640,mould,263,0,639,640
102998_img3_jpeg.rf.406ee74f66707447723d8bc14c42f959.jpg,640,640,mould,180,0,282,639
103204_img4_jpg.rf.40454cd4a352032c54747ce54ec88166.jpg,640,640,mould,172,283,250,332
103204_img4_jpg.rf.40454cd4a352032c54747ce54ec88166.jpg,640,640,mould,194,212,246,262
103204_img4_jpg.rf.40454cd4a352032c54747ce54ec88166.jpg,640,640,mould,81,331,258,374
103204_img4_jpg.rf.40454cd4a352032c54747ce54ec88166.jpg,640,640,mould,445,417,576,637
103204_img4_jpg.rf.40454cd4a352032c54747ce54ec88166.jpg,640,640,mould,217,377,283,420
103204_img4_jpg.rf.40454cd4a352032c54747ce54ec88166.jpg,640,640,mould,342,370,463,413
88050_img6_jpg.rf.4052494851583dbc4777fe0cbad26551.jpg,640,640,mould,378,268,640,430
88050_img6_jpg.rf.4052494851583dbc4777fe0cbad26551.jpg,640,640,mould,0,377,166,495
88050_img6_jpg.rf.4052494851583dbc4777fe0cbad26551.jpg,640,640,mould,230,408,277,474
88050_img6_jpg.rf.4052494851583dbc4777fe0cbad26551.jpg,640,640,mould,349,259,363,269
88050_img6_jpg.rf.4052494851583dbc4777fe0cbad26551.jpg,640,640,mould,475,230,533,272
88050_img6_jpg.rf.4052494851583dbc4777fe0cbad26551.jpg,640,640,mould,449,218,480,244
103204_img1_jpg.rf.407addc43bc9de5fbd0cd1e09d7c3002.jpg,640,640,mould,428,167,610,535
103204_img1_jpg.rf.407addc43bc9de5fbd0cd1e09d7c3002.jpg,640,640,mould,352,206,429,294
103204_img1_jpg.rf.407addc43bc9de5fbd0cd1e09d7c3002.jpg,640,640,mould,292,38,408,104
103204_img1_jpg.rf.407addc43bc9de5fbd0cd1e09d7c3002.jpg,640,640,mould,4,18,128,80
103204_img1_jpg.rf.407addc43bc9de5fbd0cd1e09d7c3002.jpg,640,640,mould,127,0,184,42
103204_img1_jpg.rf.407addc43bc9de5fbd0cd1e09d7c3002.jpg,640,640,mould,202,74,279,152
103204_img1_jpg.rf.407addc43bc9de5fbd0cd1e09d7c3002.jpg,640,640,mould,0,559,224,640
89312_img8_jpeg.rf.40635eccac3573acd957be5572c1f36a.jpg,640,640,mould,468,78,640,479
89312_img8_jpeg.rf.40635eccac3573acd957be5572c1f36a.jpg,640,640,mould,0,385,152,546
89312_img8_jpeg.rf.40635eccac3573acd957be5572c1f36a.jpg,640,640,mould,154,428,449,602
89312_img8_jpeg.rf.40635eccac3573acd957be5572c1f36a.jpg,640,640,mould,34,582,85,640
89312_img8_jpeg.rf.40635eccac3573acd957be5572c1f36a.jpg,640,640,mould,281,376,381,452
89312_img8_jpeg.rf.40635eccac3573acd957be5572c1f36a.jpg,640,640,mould,454,573,494,640
89312_img8_jpeg.rf.40635eccac3573acd957be5572c1f36a.jpg,640,640,mould,242,580,395,640
89312_img8_jpeg.rf.40635eccac3573acd957be5572c1f36a.jpg,640,640,mould,362,147,468,247
103063_img5_jpg.rf.408dd8f57863af4a90b2dc122e48f977.jpg,640,640,mould,63,131,275,282
103063_img5_jpg.rf.408dd8f57863af4a90b2dc122e48f977.jpg,640,640,mould,247,297,349,390
103063_img5_jpg.rf.408dd8f57863af4a90b2dc122e48f977.jpg,640,640,mould,342,267,444,360
103063_img5_jpg.rf.408dd8f57863af4a90b2dc122e48f977.jpg,640,640,mould,439,100,535,313
103063_img5_jpg.rf.408dd8f57863af4a90b2dc122e48f977.jpg,640,640,mould,556,377,640,556
103063_img5_jpg.rf.408dd8f57863af4a90b2dc122e48f977.jpg,640,640,mould,542,231,640,367
103063_img5_jpg.rf.408dd8f57863af4a90b2dc122e48f977.jpg,640,640,mould,281,206,328,270
85978_img3_jpeg.rf.40a1571632d2afb1e99a8442367ca54f.jpg,640,640,mould,0,239,640,475
103670_img2_jpeg.rf.407a364e1d41aa344963b261b8f3586d.jpg,640,640,mould,16,191,506,543
29758_img7_jpeg.rf.40b271f7a532ce8b07d052e18fdd6bff.jpg,640,640,mould,304,405,460,518
31603_img3_jpeg.rf.40bddab448b1aa7c6c9d9e2b40ceb657.jpg,640,640,mould,214,0,639,366
31603_img3_jpeg.rf.40bddab448b1aa7c6c9d9e2b40ceb657.jpg,640,640,mould,0,355,371,404
31603_img3_jpeg.rf.40bddab448b1aa7c6c9d9e2b40ceb657.jpg,640,640,mould,86,241,98,254
31603_img3_jpeg.rf.40bddab448b1aa7c6c9d9e2b40ceb657.jpg,640,640,mould,124,306,130,314
72955_img4_jpg.rf.40aa6e493c653d3bbe79c3b7275c584e.jpg,640,640,mould,176,2,356,464
72955_img4_jpg.rf.40aa6e493c653d3bbe79c3b7275c584e.jpg,640,640,mould,171,474,378,640
78840_img11_jpeg.rf.4106e69f98e12e446b1aefb051dec4fa.jpg,640,640,mould,0,0,470,640
29763_img1_jpeg.rf.413f3a4b4e0a1fba408e4e618a78348a.jpg,640,640,mould,150,342,369,372
29763_img1_jpeg.rf.413f3a4b4e0a1fba408e4e618a78348a.jpg,640,640,mould,1,381,639,425
29763_img1_jpeg.rf.413f3a4b4e0a1fba408e4e618a78348a.jpg,640,640,mould,381,369,401,383
29763_img1_jpeg.rf.413f3a4b4e0a1fba408e4e618a78348a.jpg,640,640,mould,402,369,422,385
29763_img1_jpeg.rf.413f3a4b4e0a1fba408e4e618a78348a.jpg,640,640,mould,436,373,451,383
29763_img1_jpeg.rf.413f3a4b4e0a1fba408e4e618a78348a.jpg,640,640,mould,489,337,526,349
29763_img1_jpeg.rf.413f3a4b4e0a1fba408e4e618a78348a.jpg,640,640,mould,90,310,461,332
29763_img1_jpeg.rf.413f3a4b4e0a1fba408e4e618a78348a.jpg,640,640,mould,528,306,565,324
29763_img1_jpeg.rf.413f3a4b4e0a1fba408e4e618a78348a.jpg,640,640,mould,440,91,636,133
88778_img3_jpg.rf.413f617db168f9a088431b18348536da.jpg,640,640,mould,475,33,584,284
88778_img3_jpg.rf.413f617db168f9a088431b18348536da.jpg,640,640,mould,0,15,483,639
29758_img15_jpeg.rf.41596ca1f4e5d21becf27e9a5c9f7000.jpg,640,640,mould,69,242,561,436
97464_img9_jpeg.rf.41e60b71c9ab0d40d4e3ae23be39fbb9.jpg,640,640,mould,267,156,344,224
97464_img9_jpeg.rf.41e60b71c9ab0d40d4e3ae23be39fbb9.jpg,640,640,mould,322,93,446,161
97464_img9_jpeg.rf.41e60b71c9ab0d40d4e3ae23be39fbb9.jpg,640,640,mould,448,209,640,277
97464_img9_jpeg.rf.41e60b71c9ab0d40d4e3ae23be39fbb9.jpg,640,640,mould,501,191,539,222
97464_img9_jpeg.rf.41e60b71c9ab0d40d4e3ae23be39fbb9.jpg,640,640,mould,434,267,461,296
97464_img9_jpeg.rf.41e60b71c9ab0d40d4e3ae23be39fbb9.jpg,640,640,mould,444,54,550,137
29136_img7_jpg.rf.422581e81284a4b9455261dd917b9804.jpg,640,640,mould,0,0,640,640
34735_img1_jpeg.rf.415fe303f0f51ea1a932f6df1176e5f7.jpg,640,640,mould,0,0,640,640
103358_img3_jpeg.rf.41b87a758896036674897f1915f65227.jpg,640,640,mould,162,0,640,455
103358_img3_jpeg.rf.41b87a758896036674897f1915f65227.jpg,640,640,mould,375,0,640,165
103358_img3_jpeg.rf.41b87a758896036674897f1915f65227.jpg,640,640,mould,36,0,188,214
103358_img3_jpeg.rf.41b87a758896036674897f1915f65227.jpg,640,640,mould,0,312,143,482
89309_img7_jpg.rf.4160584ad2fdae30845b08ad7256fef7.jpg,640,640,mould,142,0,640,633
89309_img7_jpg.rf.4160584ad2fdae30845b08ad7256fef7.jpg,640,640,mould,318,571,350,638
89309_img7_jpg.rf.4160584ad2fdae30845b08ad7256fef7.jpg,640,640,mould,473,454,490,475
89309_img7_jpg.rf.4160584ad2fdae30845b08ad7256fef7.jpg,640,640,mould,155,468,190,509
89309_img7_jpg.rf.4160584ad2fdae30845b08ad7256fef7.jpg,640,640,mould,358,6,448,47
89309_img7_jpg.rf.4160584ad2fdae30845b08ad7256fef7.jpg,640,640,mould,234,4,360,84
89309_img7_jpg.rf.4160584ad2fdae30845b08ad7256fef7.jpg,640,640,mould,198,32,232,48
89309_img7_jpg.rf.4160584ad2fdae30845b08ad7256fef7.jpg,640,640,mould,524,88,566,125
89309_img7_jpg.rf.4160584ad2fdae30845b08ad7256fef7.jpg,640,640,mould,421,300,453,349
89309_img7_jpg.rf.4160584ad2fdae30845b08ad7256fef7.jpg,640,640,mould,207,109,240,127
89309_img7_jpg.rf.4160584ad2fdae30845b08ad7256fef7.jpg,640,640,mould,530,311,554,334
66485_img1_jpeg.rf.4233535f14118cda0c1b98fc85958884.jpg,640,640,mould,64,94,487,267
66485_img1_jpeg.rf.4233535f14118cda0c1b98fc85958884.jpg,640,640,mould,0,66,62,149
66485_img1_jpeg.rf.4233535f14118cda0c1b98fc85958884.jpg,640,640,mould,273,268,373,308
66485_img1_jpeg.rf.4233535f14118cda0c1b98fc85958884.jpg,640,640,mould,171,260,270,308
66485_img1_jpeg.rf.4233535f14118cda0c1b98fc85958884.jpg,640,640,mould,154,223,328,268
66485_img1_jpeg.rf.4233535f14118cda0c1b98fc85958884.jpg,640,640,mould,142,175,172,195
66485_img1_jpeg.rf.4233535f14118cda0c1b98fc85958884.jpg,640,640,mould,3,248,155,298
66485_img1_jpeg.rf.4233535f14118cda0c1b98fc85958884.jpg,640,640,mould,0,0,15,41
66485_img1_jpeg.rf.4233535f14118cda0c1b98fc85958884.jpg,640,640,mould,43,0,573,225
66485_img1_jpeg.rf.4233535f14118cda0c1b98fc85958884.jpg,640,640,mould,480,0,640,71
66485_img1_jpeg.rf.4233535f14118cda0c1b98fc85958884.jpg,640,640,mould,268,315,306,409
66485_img1_jpeg.rf.4233535f14118cda0c1b98fc85958884.jpg,640,640,mould,137,304,195,338
66485_img1_jpeg.rf.4233535f14118cda0c1b98fc85958884.jpg,640,640,mould,9,301,102,331
66485_img1_jpeg.rf.4233535f14118cda0c1b98fc85958884.jpg,640,640,mould,5,348,24,360
66485_img1_jpeg.rf.4233535f14118cda0c1b98fc85958884.jpg,640,640,mould,168,365,224,375
66485_img1_jpeg.rf.4233535f14118cda0c1b98fc85958884.jpg,640,640,mould,258,372,273,381
31564_img3_jpeg.rf.4347ec4f4ce89a02bdff320b2a7752ec.jpg,640,640,mould,0,2,640,616
39526_img15_jpg.rf.4268e97c24ee2902ae9e08464898d81d.jpg,640,640,mould,21,186,398,639
35707_img12_jpg.rf.434b80165b39ecf580e27e985df303ee.jpg,640,640,mould,0,142,639,612
35707_img12_jpg.rf.434b80165b39ecf580e27e985df303ee.jpg,640,640,mould,54,74,97,110
35707_img12_jpg.rf.434b80165b39ecf580e27e985df303ee.jpg,640,640,mould,326,100,412,142
35707_img12_jpg.rf.434b80165b39ecf580e27e985df303ee.jpg,640,640,mould,404,54,419,74
39526_img2_jpg.rf.435155c2c46af09f576b2d02c44ece1f.jpg,640,640,mould,0,0,640,640
50615_img3_jpeg.rf.43928a03423152c9ce48a0324da46bd8.jpg,640,640,mould,0,0,640,149
50615_img3_jpeg.rf.43928a03423152c9ce48a0324da46bd8.jpg,640,640,mould,140,80,640,213
50615_img3_jpeg.rf.43928a03423152c9ce48a0324da46bd8.jpg,640,640,mould,0,43,134,122
50615_img3_jpeg.rf.43928a03423152c9ce48a0324da46bd8.jpg,640,640,mould,0,184,640,640
29972_img6_jpg.rf.4399fe6f2a2d41241e1859433f37f6e7.jpg,640,640,mould,149,85,639,639
